,MFCC,Centroid,Rolloff,Flux,Zero Crossing Rate,OSC,Low Energy,OMSC,MSFM,MSCM,Genre
874,"[ 0.15672218  0.02023452  0.06211778  0.04388069  0.14517986  0.08766529
  0.06464974  0.02987422  0.0303412   0.01740013  0.00136578 -0.05997492
 -0.0515272  -0.03316071 -0.00765852]",0.01629410885732676,0.0069549560546875,3.555494579102627e-05,0.005340576171875,"[-0.36268972 -0.25542842 -0.31233985 -0.35846609 -0.36424423 -0.3780557
 -0.40740488 -0.42893839 -0.46781072  0.18547849  0.10515058  0.10080482
  0.10095883  0.13330891  0.13097402  0.09948074  0.09276415  0.09030314]",4.6875,"[0.11848533 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.6009783 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[13.09080767  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
875,"[ 0.00810925 -0.11459302  0.07425069  0.01260168 -0.05135291 -0.02295785
  0.03531149 -0.02857161  0.01704573 -0.00823104 -0.03427184  0.00577583
 -0.04629211  0.0140542  -0.01928189]",0.0237082305204455,0.0267364501953125,2.345924299758857e-05,0.015120697021484376,"[-0.385204   -0.31712218 -0.33561023 -0.34705232 -0.3634835  -0.3771648
 -0.38683178 -0.43379831 -0.47194824  0.12375216  0.09691399  0.09752676
  0.09378606  0.10641494  0.09605411  0.10328249  0.10870206  0.09317101]",6.25,"[0.08807072 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.64324392 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.21575932  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
876,"[ 0.03316475  0.17724827  0.08064774 -0.01404356  0.06697344 -0.0010293
  0.03158043  0.01996025  0.00406375 -0.02043085  0.03582439  0.0512739
  0.02757172  0.01137167  0.02683424]",0.023058661165502266,0.013628387451171875,3.7028318017007814e-05,0.008333587646484375,"[-0.32199506 -0.30039612 -0.32425624 -0.35115999 -0.37370475 -0.40686254
 -0.42274651 -0.41917748 -0.45328501  0.13770336  0.1279913   0.08645164
  0.12827616  0.11884465  0.1085718   0.09964096  0.08647887  0.09160102]",5.3125,"[0.14105906 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67082673 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.01373087 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
877,"[ 0.17817806  0.06828849  0.21418976 -0.00944789 -0.02315357 -0.02268623
 -0.05588809 -0.05973368 -0.05290805 -0.03171163 -0.01941974 -0.02984055
 -0.02567718  0.00281294 -0.01597062]",0.015558960395364566,0.005115509033203125,2.9600103988055306e-05,0.00493011474609375,"[-0.36257525 -0.28282846 -0.29611077 -0.33730806 -0.38553678 -0.41075581
 -0.41120638 -0.44895271 -0.49378028  0.10137408  0.09952447  0.09786874
  0.1238209   0.09976952  0.09716243  0.09182124  0.10356895  0.08663342]",4.53125,"[0.11405051 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.64100947 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.83092906  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
878,"[ 0.01556634  0.0198609   0.25303268  0.01787422  0.00260476 -0.06221416
 -0.01881007 -0.02872939 -0.0325648  -0.04680049  0.01655487 -0.02655864
 -0.01780885  0.02400064 -0.00097835]",0.022318940841453028,0.02078704833984375,3.130170860642468e-05,0.010620880126953124,"[-0.35463806 -0.28488236 -0.32204649 -0.35703476 -0.40883549 -0.41749893
 -0.40902226 -0.43146414 -0.47869062  0.11980891  0.09480247  0.11074073
  0.13137478  0.13850214  0.12775629  0.12425677  0.11898693  0.10013357]",4.6875,"[0.08763784 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.61832436 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.82648965  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
879,"[-0.15342899 -0.20463371 -0.01993929 -0.10973514  0.04551354 -0.0543026
 -0.00868405 -0.04839915 -0.12610627 -0.07241738 -0.03562197 -0.02538937
 -0.0621541  -0.0647555  -0.01231469]",0.025823256524727434,0.027153778076171874,2.062478431436659e-05,0.01596221923828125,"[-0.46204517 -0.37247547 -0.38145244 -0.40988137 -0.39441034 -0.40746294
 -0.41592009 -0.43447459 -0.49618768  0.06951917  0.07945255  0.09757123
  0.12863884  0.12194951  0.11337075  0.10291526  0.09378303  0.09462405]",5.625,"[-0.19553723  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.70166096 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.78874055 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
880,"[-0.04488698 -0.03773433  0.10768604  0.10400477  0.09057251  0.09169617
  0.06770544  0.02883073  0.01854502 -0.06712542 -0.01937965  0.01469417
 -0.0142592  -0.03638433 -0.01766364]",0.02242031364141384,0.01545257568359375,4.9483246382160036e-05,0.00896148681640625,"[-0.33372227 -0.27358435 -0.32324729 -0.37471147 -0.3777681  -0.38969524
 -0.39220144 -0.41826015 -0.44228074  0.11688099  0.10751157  0.10026362
  0.10632247  0.13783653  0.13564859  0.11285337  0.10285018  0.08555978]",6.09375,"[0.08975753 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.66147255 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.46599147 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
881,"[-0.07880782 -0.0297601   0.11876614  0.08480642  0.06883082  0.09884763
  0.06457843  0.03164642  0.0154778  -0.07724473 -0.00182924  0.00784096
 -0.00955195 -0.02467059 -0.01028185]",0.024070919994070867,0.019257354736328124,3.928303821626636e-05,0.0106048583984375,"[-0.34527975 -0.29241114 -0.34311934 -0.39170855 -0.39263833 -0.40643132
 -0.40509222 -0.43132412 -0.45189421  0.11509811  0.10880503  0.10436396
  0.1180008   0.14082829  0.13502427  0.11828738  0.11547527  0.09065945]",6.25,"[0.12910615 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.70925126 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.63577692 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
882,"[-0.07880782 -0.0297601   0.11876614  0.08480642  0.06883082  0.09884763
  0.06457843  0.03164642  0.0154778  -0.07724473 -0.00182924  0.00784096
 -0.00955195 -0.02467059 -0.01028185]",0.024070919994070867,0.019257354736328124,3.928303821626636e-05,0.0106048583984375,"[-0.34527975 -0.29241114 -0.34311934 -0.39170855 -0.39263833 -0.40643132
 -0.40509222 -0.43132412 -0.45189421  0.11509811  0.10880503  0.10436396
  0.1180008   0.14082829  0.13502427  0.11828738  0.11547527  0.09065945]",6.25,"[0.12910615 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.70925126 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.63577692 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
883,"[ 0.16146213 -0.01959945 -0.03273948 -0.16339962 -0.10831339 -0.0393354
 -0.02636899 -0.02066451 -0.03452561 -0.02934288  0.00817922 -0.01151982
 -0.03476638 -0.04219464 -0.02636282]",0.017042023427309226,0.014235687255859376,8.597100567098027e-06,0.009214019775390625,"[-0.44592494 -0.4252448  -0.43482616 -0.4227089  -0.44601076 -0.48014764
 -0.49272766 -0.5198573  -0.54780188  0.15742868  0.0955233   0.17473387
  0.16535972  0.17246064  0.15709374  0.11792607  0.11196643  0.08885975]",6.875,"[-0.38898075  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.55732248 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.95371815  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
884,"[ 0.11122021  0.08957563  0.09300688 -0.07512361  0.00231158 -0.05944199
 -0.04647043 -0.05366373 -0.02221843 -0.06378353 -0.04901568  0.00657454
 -0.01712016  0.00898036 -0.00509729]",0.02064887124401444,0.015949249267578125,2.6516286468319343e-05,0.010247039794921874,"[-0.36360182 -0.29380506 -0.29667042 -0.3341613  -0.3783934  -0.40667126
 -0.43142343 -0.43686285 -0.47941487  0.10191497  0.08508924  0.0866801
  0.11626032  0.12289828  0.11249078  0.11484963  0.10288775  0.09313742]",5.3125,"[0.00366244 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.65578396 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.70624699  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
885,"[ 0.23418627 -0.16173794  0.32000438  0.0234076  -0.00306196  0.00578762
 -0.04994661 -0.03320631 -0.06581811 -0.07691948 -0.07603558 -0.09549778
 -0.05576137 -0.0685763  -0.04977606]",0.012746725364532929,0.0078582763671875,1.8633301863430962e-05,0.005202484130859375,"[-0.41565575 -0.33760312 -0.33778668 -0.40746855 -0.43560053 -0.44034201
 -0.42984232 -0.5135224  -0.57422826  0.06807799  0.14549777  0.10438258
  0.11028599  0.10633017  0.10247433  0.09136425  0.12854925  0.08582189]",4.21875,"[0.03036426 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.57251956 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.41775891 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
886,"[ 0.32955619 -0.04953329  0.20980852  0.13239796 -0.007458    0.03054835
 -0.09465216  0.00977894 -0.08123096 -0.06096163 -0.02242318 -0.02716771
 -0.01557911 -0.04348035 -0.02737499]",0.01178925162816966,0.005387115478515625,2.7012929252567565e-05,0.0038818359375,"[-0.39044705 -0.26997702 -0.30879462 -0.36102431 -0.39211009 -0.39854515
 -0.42746025 -0.52074812 -0.52502835  0.15189985  0.08993621  0.1123883
  0.10583271  0.08440358  0.08788321  0.1034471   0.14448358  0.07790514]",6.875,"[0.05847205 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67774112 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.93298013 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
887,"[-0.11949968  0.10852977 -0.08906974 -0.10295356  0.01687419 -0.02864342
  0.00079978  0.02702293  0.00361086  0.01642233  0.00927577  0.02735956
  0.02657448  0.03872356  0.01040042]",0.02841048422328344,0.021604156494140624,3.7509627278521304e-05,0.0114959716796875,"[-0.39245475 -0.33588313 -0.38380686 -0.37466018 -0.39346573 -0.42655351
 -0.44084327 -0.42265602 -0.43911874  0.09717434  0.11939371  0.07478618
  0.15571517  0.16167949  0.13785712  0.10655081  0.09331401  0.08618075]",5.78125,"[0.20979267 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67697717 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[7.72125949 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
888,"[-0.26900185 -0.01975291 -0.0923796  -0.039088   -0.04289054 -0.04425456
 -0.03002755 -0.04926638 -0.03761876 -0.05212063 -0.05026505 -0.04317298
 -0.05041906 -0.01902272 -0.02488952]",0.03555444520109372,0.0376739501953125,3.456271900968567e-05,0.02161102294921875,"[-0.42906495 -0.32634016 -0.32889412 -0.35111839 -0.35464159 -0.37312163
 -0.38382767 -0.39153074 -0.39587719  0.09178078  0.0764969   0.09058973
  0.112891    0.10995907  0.11038524  0.10307461  0.0891889   0.0845462 ]",5.9375,"[0.00345941 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67306518 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.69894042 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
889,"[ 4.75036814e-01 -9.67148028e-02  1.33121918e-01 -6.69605372e-02
 -4.42075399e-05 -5.92607489e-02 -2.97166920e-02 -3.23649017e-02
 -1.07645144e-02 -6.55706089e-03  4.67568712e-03 -9.43700494e-03
 -1.84860883e-03  1.57553993e-02 -2.30137788e-03]",0.00964998221482842,0.006015777587890625,2.8643302364244245e-05,0.003655242919921875,"[-0.29159593 -0.32575015 -0.3121057  -0.34243062 -0.38173442 -0.41026573
 -0.43505498 -0.48799023 -0.56369671  0.08945473  0.09909427  0.10774194
  0.12643011  0.12770527  0.12018774  0.10013862  0.10187815  0.09523142]",4.6875,"[0.02700766 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.59111215 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.87227544  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
890,"[-0.06288393  0.12555955  0.09768238  0.04492113  0.0429004  -0.02231925
  0.06457543 -0.01070376 -0.00743    -0.02263119 -0.02056294  0.02369218
 -0.03790073 -0.01904596 -0.00623123]",0.02735298446081268,0.022307586669921876,2.8606821095845508e-05,0.013753509521484375,"[-0.36956566 -0.30755542 -0.33344812 -0.37808606 -0.40056913 -0.41889762
 -0.42225043 -0.43493834 -0.46682271  0.11599529  0.11079405  0.09586015
  0.11344084  0.10917016  0.09735879  0.09628428  0.10148514  0.09723299]",5.15625,"[0.21936117 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.72451586 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[7.71850706 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
891,"[ 0.0422804  -0.10852056  0.15893926 -0.0213428  -0.0130367  -0.02665306
  0.04262086 -0.024636    0.01023305 -0.01785332 -0.01907397  0.00694127
 -0.02842663  0.01503269 -0.02409809]",0.021703532631487804,0.022214508056640624,2.3909040449523262e-05,0.013128662109375,"[-0.35872344 -0.31315616 -0.33215351 -0.34812684 -0.37099644 -0.38570181
 -0.390301   -0.43052688 -0.49183228  0.11270087  0.10096429  0.09954744
  0.0973735   0.11015563  0.09749544  0.10340241  0.10936553  0.09831787]",5.3125,"[0.02834851 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.64447511 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.1659571  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]",8
892,"[ 0.08331751 -0.13706659  0.18213967 -0.04030887  0.00539727 -0.03178217
  0.05358695 -0.02675909  0.00863082 -0.02180465 -0.02003771  0.00981464
 -0.02643812  0.01871623 -0.02791848]",0.02032471243569587,0.021503448486328125,2.6675468670684982e-05,0.012534332275390626,"[-0.32173767 -0.31287353 -0.33089011 -0.3478346  -0.36487538 -0.38070294
 -0.38751579 -0.43017926 -0.5105566   0.08248738  0.10525006  0.1034777
  0.09987097  0.10786867  0.09612834  0.103494    0.11182376  0.1133572 ]",5.625,"[0.08007842 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.63196996 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.44143535  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
